category,other forms,japanese root,japanese others
,unmotivated ,,中和
neutral ,,,中和 
,neutralisation,,中和 
,neutralise ,,中和 
,neutralised ,,中和 
,neutralises ,,中立
,neutralising ,,中和
,neutrality,,中和する 
,neutralization,,中和 
,neutralize ,,中和 
,neutralized ,,中和 
,neutralizes ,其れでも   ,
,neutralizing ,海外  ,
nevertheless   ,,先んじる ,
overseas  ,,,先行 
precede ,,,順位 
,preceded ,,判例 
,precedence ,,前 
,precedent ,,先行 
,precedes ,,空前 
,preceding ,察する ,
,unprecedented ,,おそらく  
presume ,,,推定 
,presumably  ,,前提 
,presumed ,,推定 
,presumes ,,推定 
,presuming ,,推定 
,presumption ,,烏滸がましい
,presumptions ,合理的 ,
,presumptuous,,不合理 
rational ,,,合理化
,irrational ,,合理化
,rationalisation,,合理化 
,rationalisations,,合理化 
,rationalise ,,合理化 
,rationalised ,,合理化 
,rationalises ,,合理主義
,rationalising ,,合理性
,rationalism,,合理化
,rationality,,合理化
,rationalization,,合理化 
,rationalizations,,合理化 
,rationalize ,,合理化
,rationalized ,,合理的
,rationalizes,回復する ,
,rationally,,回復 
recover ,,,回復 
,recoverable ,,回復 
,recovered ,,回復
,recovering ,,回復 
,recovers,明かす ,
,recovery ,,明らか 
reveal ,,,明らか 
,revealed ,,明らか 
,revealing ,,暴露 
,reveals ,,啓示 
,revelation ,スコープ ,
,revelations ,下付金 ,
scope ,,,子会社 
subsidy ,,,補助 金 
,subsidiary ,,補助金 
,subsidies ,,補助金 
,subsidise ,,補助金 
,subsidised ,,補助金 
,subsidises ,,補助
,subsidising ,,補助 金 
,subsidize,,補助金を支給します 
,subsidized ,,補助 
,subsidizes ,テープ ,
,subsidizing ,,録音 
tape ,,,テープ 
,taped ,,テーピング 
,tapes ,跡 ,
,taping ,,追跡 
trace ,,,トレース 
,traceable ,,トレース 
,traced ,,トレーシング 
,traces ,変形する ,
,tracing ,,変換 
transform ,,,変換 
,transformation ,,変換  
,transformations ,,変換 
,transformed  ,,変換 
,transforming ,輸送  ,
,transforms ,,運輸 
transport  ,,,輸送 
,transportation ,,トランスポーター   
,transported ,,トランスポーター 
,transporter   ,,輸送 
,transporters ,,輸送 
,transporting ,根底 ,
,transports ,,アンダーレイ
underlie ,,,根底 
,underlay,,基底 
,underlies ,利用 ,
,underlying ,,使い 
utilise ,,,利用 
,utilisation ,,使う
,utilised ,,活用
,utilises,,使う
,utilising,,使う 
,utiliser,,効用 
,utilisers ,,ユーティリティ 
,utility ,,利用 
,utilities ,,用いる 
,utilization ,,利用 
,utilize ,,利用 
,utilized ,,利用
,utilizes ,,
,utilizing,,
,,,
,,,
,,アカデミックワードリストのサブリスト7,
,,,
,,,
Sublist 7  of the Academic Word List,, 適応する  ,
,,,適応性 
,,,適応 
 adapt  ,,,適応 
,adaptability ,,適応 
,adaptable ,,適応 
,adaptation ,,適応  
,adaptations ,,アダプティヴ 
,adapted ,,アダプツ 
,adapting  ,大人 ,
,adaptive ,,成人であること 
,adapts ,,大人 
adult ,,説く ,
,adulthood ,,提唱 
,adults ,,提唱 
advocate ,,,支持 者 
,advocacy ,,提唱 
,advocated ,援助 ,
,advocates ,,支援 
,advocating ,,支援 
aid ,,,エイズ 
,aided ,,介助なし 
,aiding ,チャンネル ,
,aids ,,チャネリング 
,unaided ,,チャネリング 
channel ,,,チャンネル 
,channelled ,ケミカル,
,channelling ,,化学 
,channels ,,化学薬品 
chemical,,クラシック ,
,chemically ,,クラシック 
,chemicals ,,クラシック 
classic ,,総合的 ,
,classical ,,総合的  
,classics ,理解 ,
comprehensive ,,,構成 
,comprehensively  ,,含ま 
comprise ,,,網羅 
,comprised ,確認する ,
,comprises ,,確認 
,comprising ,,確認 
confirm ,,,はんめい 
,confirmation ,,確認 
,confirmed ,逆 ,
,confirming ,,裏腹 
,confirms ,コンバート ,
contrary ,,,換算 
,contrarily ,,変換 
convert ,,,変換 
,conversion ,,オープンカー 
,conversions ,,変換 
,converted ,,変換 
,convertible ,二人 ,
,converting ,,結合 
,converts ,,結合 
couple ,,,カップル 
,coupled ,十年 ,
,coupling ,,数 十 年 
,couples ,明確,
decade ,,,必ず
,decades ,,決定的
definite,,,不定
,definitely,,無期限
,definitive,打ち消す ,
,indefinite,,否認可能 
,indefinitely,,拒否
deny ,,,否定
,deniable ,,拒否 
,denial,,拒否  
,denials,,否定 
,denied ,,否めない 
,denies  ,微分する  ,
,denying ,,区別  
,undeniable ,,区別 
differentiate  ,,,差別 化 
,differentiated  ,,区別  
,differentiates ,廃棄,
,differentiating ,,使い捨て 
,differentiation  ,,廃棄 
dispose,,,破棄 
,disposable ,,配置 
,disposal ,,処分 
,disposed ,動的 ,
,disposes ,,動的 
,disposing ,,動力学
dynamic ,,鉏 ,
,dynamically ,,排除 
,dynamics,,排除 
eliminate ,,,排除 
,eliminated ,,除去 
,eliminates ,実証的  ,
,eliminating ,,経験的 
,elimination ,,経験論 
empirical  ,,装備する   ,
,empirically ,,備品 
,empiricism ,,装備 
equip   ,,,装着 
,equipment ,,装備 
,equipped ,抜く ,
,equipping ,,抽出 
,equips ,,抽出 
extract ,,,抽出 
,extracted ,,抽出 
,extracting ,ファイル ,
,extraction ,,提出 
,extracts ,,ファイル  
file ,,,出願 
,filed ,有限 ,
,files  ,,無限 
,filing ,,無限 
finite ,,財団  ,
,infinite ,,基礎  
,infinitely ,球,
foundation  ,,, グローバル
,foundations  ,,グローバル 
globe,,,グローバリゼーション 
, global,,グローバリゼーション 
,globally ,等級 ,
,globalisation ,,傾斜  
,globalization ,,成績 
grade ,,,採点 
,graded  ,保証 ,
,grades ,,折り紙付き 
,grading ,,保証 
guarantee ,,,保証 
,guaranteed ,階層,
,guaranteeing ,,階層  
,guarantees ,,階層 
hierarchy,,同じ  ,
,hierarchical  ,,同様に 
,hierarchies ,イデオロギー ,
identical  ,,,イデオロギー 
,identically ,,イデオロギー 
ideology ,,,イデオロギー 
,ideological ,推す ,
,ideologically ,,推論 
,ideologies ,,推論 
infer ,,,推論 
,inference ,,推論 
,inferences ,,推論   
,inferred ,革新 ,
,inferring ,,革新
,infers   ,,革新
innovate ,,,革新
,innovation,,革新
,innovated,,技術 革新 
,innovates,,革新 
,innovating,,イノベーター 
,innovations ,,イノベーター 
,innovative ,挿入する ,
,innovator ,,挿入 
,innovators ,,挿入 
insert ,,,挿入 
,inserted ,,挿入 
,inserting ,介入 ,
,insertion ,,介入
,inserts ,,介入
intervene ,,,間にある 
,intervened,,介入 
,intervenes,,介入 
,intervening ,隔離する ,
,intervention ,,分離 
,interventions ,,分離 
isolate ,,,分離 
,isolated ,,隔離 
,isolates ,,孤立主義 
,isolating ,メディア ,
,isolation ,モード ,
,isolationism ,,モード
media ,,パラダイム ,
mode ,,,パラダイム 
,modes,現象 ,
paradigm ,,,現象 
,paradigms ,,驚異
phenomenon ,,優先権 ,
,phenomena ,,優先 順位 
,phenomenal,,優先順位付け 
priority ,,,優先順位付け 
,priorities ,,優先順位付け 
,prioritisation ,,優先順位付け 
,prioritise ,,優先順位付け 
,prioritised ,,優先順位付け 
,prioritises ,,優先 順位 
,prioritising ,,優先 順位 
,prioritization ,,優先 順位 
,prioritize ,,優先 順位 付け 
,prioritized ,禁止する ,
,prioritizes ,,禁じられた 
,prioritizing ,,禁止 
prohibit ,,,禁止 
,prohibited ,,禁止 
,prohibiting ,,禁止 
,prohibition ,,禁止 
,prohibitions ,出版  ,
,prohibitive ,,出版 物  
,prohibits ,引用する ,
publication  ,,,引用 
,publications  ,,引用 
quote ,,,引用 
,quotation ,,引用符  
,quotations ,,引用  
,quoted ,解放 ,
,quotes  ,,リリース 
,quoting  ,,リリース 
release ,,,リリース 
,released ,逆 ,
,releases ,,逆転 
,releasing ,,さかさ 
reverse ,,,反転 
,reversal ,,リバーシブル 
,reversed ,,反転 
,reverses ,,逆転 
,reversible ,,不可逆 
,reversing ,シミュレートする ,
,reversals ,,シミュレーション 
,irreversible ,,シミュレーション 
simulate ,,,シミュレーション 
,simulated ,,シミュレーション  
,simulates ,ソール ,
,simulating ,,一に 
,simulation  ,なんとか ,
sole ,,送信,
,solely ,,提出 
somewhat ,,,提出 
submit,,,送信  
,submission ,,提出 
,submissions ,,提出 
,submits  ,後継 ,
,submitted ,,承継 
,submitting ,,団地 
successor ,,,後続 
,succession ,,逐次 
,successions ,,後継 者 
,successive ,生き延びる ,
,successively ,,生存 
,successors ,,生き残った 
survive ,,,存続 
,survival ,,存続 
,survived ,,生存者 
,survives ,,生存 者 
,surviving ,論文 ,
,survivor ,,論文 
,survivors ,話題 ,
thesis ,,,局所 
,theses ,,トピック 
topic ,,伝える ,
,topical ,,感染  
,topics ,,トランス ミッション 
transmit ,,,伝わる 
,transmission  ,,送信 
,transmissions ,,送信 
,transmitted ,究極 ,
,transmitting ,,最近  
,transmits ,ユニーク ,
ultimate ,,,一意 
,ultimately  ,,独特 
unique ,,目に見える ,
,uniquely ,,可視
,uniqueness ,,目に見えて 
visible ,,,インビジブル 
,visibility,,不可視 
,visibly ,自発的 ,
,invisible ,,進んで 
,invisibility ,,ボランティア 
voluntary ,,,志願 
,voluntarily ,,ボランティア 
,volunteer ,,ボランティア 
,volunteering ,,
,volunteered ,,
,volunteers ,アカデミックワードリストのサブリスト8,
,,,
,,,
Sublist 8 of the Academic Word List,,捨てる ,
,,,放棄 
,,,放棄 
abandon ,,,放棄 
,abandoned ,,ドロップ アウト 
,abandoning ,召し連れる ,
,abandonment ,,伴う 
,abandons ,,伴う 
accompany ,,,伴奏 
,accompanied ,,供奉 
,accompanies ,,別送 
,accompaniment ,溜める ,
,accompanying ,,蓄積 
,unaccompanied ,,蓄積 
accumulate ,,,蓄積  
,accumulated ,,蓄積 
,accumulating ,紛らわしい ,
,accumulation  ,,あいまい さ 
,accumulates ,,曖昧さ 
ambiguous ,,,一義的 
,ambiguities ,,明確 
,ambiguity ,追加,
,unambiguous ,,虫垂
,unambiguously ,,追加
append,,,追加
,appendix,,貼付
,appended,,付録 
,appends,,付録 
,appending,感謝する ,
,appendices ,,かなり 
,appendixes ,,かなり 
appreciate ,,,感謝 
,appreciable ,,高く 評価 
,appreciably ,,鑑賞 
,appreciated ,,鑑賞  
,appreciates ,,評価されない 
,appreciating ,任意  ,
,appreciation  ,,恣意
,unappreciated ,,任意に 
arbitrary  ,,自動化 ,
,arbitrariness,,自動
,arbitrarily ,,自動
automate ,,,自動化
,automatic,,オートメーション 
,automated,,自動的に 
,automates,,オートメーション 
,automating ,バイアス ,
,automatically ,,詖 
,automation ,,バイアス 
bias ,,,バイアス 
,biased ,,公平 
,biases ,チャート ,
,biasing ,,チャート 
,unbiased ,,チャート 
chart ,,,グラフ  
,charted ,,未知の 
,charting ,闡 ,
,charts  ,,解明 
,uncharted ,,明らか 
clarify ,,,明らか 
,clarification ,,明らか 
,clarified ,,明快
,clarifies ,商品 ,
,clarifying ,,商品 
,clarity,補語 ,
commodity ,,,補完 
,commodities ,,補完 
complement ,,,補完 
,complementary ,,補完 
,complemented ,従う ,
,complementing ,,適合可能
,complements ,,適合性
conform ,,,準拠
,conformable,,立体配座
,conformability,,適合 
,conformance,,準拠 
,conformation,,順応
,conformed ,,コンフォーミスト
,conforming ,,適合 
,conformist,,準拠 
,conformists,,異端児 
,conformity ,,非国教徒 
,conforms ,,不適合 
,nonconformist ,,不適合者 
,nonconformists ,,非国教徒 
,nonconformity ,,不適合  
,non-conformist ,コンテンポラリー ,
,non-conformists ,,時代 
,non-conformity  ,反する ,
contemporary ,,,矛盾 
,contemporaries ,,矛盾 
contradict ,,,矛盾 
,contradicted ,,矛盾  
,contradicting ,,矛盾  
,contradiction ,,否定 
,contradictions  ,肝要 ,
,contradictory  ,,重大 
,contradicts ,通貨 ,
crucial ,,, 通貨 
,crucially ,示す     ,
currency ,,,外延 
, currencies ,,表示 
denote     ,,,示される 
,denotation ,,示します
,denotations ,,示す 
,denoted ,見付ける ,
,denotes,,検出可能 
,denoting ,,検出 
detect ,,,検波 
,detectable ,,検出 
,detected ,,探偵 
,detecting ,,探偵 
,detection ,,ディテクター 
,detective ,,検出 器 
,detectives ,,検出 
,detector ,逸脱  ,
,detectors ,,逸脱 
,detects ,,逸脱 
deviate  ,,,逸脱 
,deviated ,,偏差 
,deviates ,,偏差 
,deviating ,変位 ,
,deviation ,,避難 
,deviations ,,排水量 
displace ,,,変位 
,displaced ,,変位 
,displacement ,ドラマ ,
,displaces ,,ドラマ 
,displacing ,,劇的 
drama ,,,劇的  
,dramas ,,ドラマチック  
,dramatic ,,ドラマ化 
,dramatically  ,,ドラマ化
,dramatise  ,,ドラマチック  
,dramatised ,,脚色  
,dramatising,,ドラマ化
,dramatises  ,,劇作家 
,dramatisation  ,,劇作家 
,dramatisations,,脚色 
,dramatist ,,ドラマ化
,dramatists ,,脚色 
,dramatization ,,脚色 
,dramatizations,,ドラマ化する 
,dramatize ,,演出 
,dramatized ,最終的 ,
,dramatizes ,,不測 
,dramatizing ,,結局  
eventual ,,展示 ,
,eventuality ,,展示 
,eventually  ,,展示 
exhibit ,,,展示 
,exhibited ,,展示 会 
,exhibiting ,,パレード 
,exhibition ,搾り取る ,
,exhibitions ,,搾取  
,exhibits ,,悪用 
exploit ,,,悪用 
,exploitation  ,,悪用 
,exploited ,動く ,
,exploiting ,,変動 
,exploits ,,変動 
fluctuate ,,,変動 
,fluctuated ,,変動 
,fluctuates ,,変動  
,fluctuating ,ガイドライン ,
,fluctuation ,,ガイドライン  
,fluctuations  ,ハイライト ,
guideline ,,,強調  
,guidelines  ,,強調 表示 
highlight ,,,ハイライト 
,highlighted  ,暗黙の ,
,highlighting ,,暗黙的 
,highlights ,徠 ,
implicit ,,,誘導 
,implicitly ,,誘導 
induce ,,,誘導 
,induced ,,誘導 
,induces ,必至 ,
,inducing ,,必然 
,induction ,,必然的に 
inevitable ,,インフラ  ,
,inevitability ,,インフラ  
,inevitably ,検査する ,
infrastructure  ,,,検査 
,infrastructures  ,,実検 
inspect ,,,検査  
,inspected ,,検査
,inspecting ,,インスペクター 
,inspection  ,,検査 官 
,inspections,,検査 
,inspector ,きつい ,
,inspectors ,,激しく 
,inspects ,,強烈さ
intense ,,,激化 
,intensely ,,激化 
,intenseness,,激化 
,intensification ,,深まる 
,intensified ,,激化
,intensifies ,,意図 
,intensify ,,強度 
,intensifying,,インテンシブ 
,intension ,,集中
,intensity ,操る ,
,intensive ,,操作 
,intensively,,操作 
manipulate ,,,操作
,manipulated ,,マニピュレーション  
,manipulates ,,操作 
,manipulating,,操作的 
,manipulation  ,最小限 ,
,manipulations ,,最小 化 
,manipulative ,,最小 化 
minimise ,,,最小限 
,minimised ,,最小化する 
,minimises ,,最小 化 
,minimising ,,最小 化 
,minimize ,,最小 化 
,minimized ,核 ,
,minimizes ,相殺 ,
,minimizing ,,オフセット 
nuclear ,,,相殺 
offset ,,段落 ,
,offsets ,,段落 
,offsetting ,,段落 
paragraph ,,プラス ,
,paragraphing ,,プラス 
,paragraphs ,開業医  ,
plus ,,,実務 家 
,pluses ,優勢 ,
practitioner  ,,,優勢
,practitioners ,,主 
predominant ,,,そびえる 
,predominance,,優勢 
,predominantly ,,優勢 
,predominate ,,優勢 
,predominated ,見通し ,
,predominates ,,プロスペクティブ 
,predominating ,,形勢 
prospect ,,部首 ,
,prospective ,,根本 
,prospects ,,ラジカル 
radical ,,ランダム ,
,radically ,,ランダム 
,radicals ,,無作為 
random ,,補強する ,
,randomly ,,強化 
,randomness ,,強化 
reinforce ,,,援兵 
,reinforced ,,強化 
,reinforcement ,,補強 
,reinforcements ,戻す ,
,reinforces ,,復旧 
,reinforcing ,,復元 
restore ,,,復元 
,restoration ,,復元 
,restored ,改める ,
,restores ,,改訂 
,restoring ,,改訂 
revise ,,,改正 
,revised ,,改定 
,revises ,,リビジョン 
,revising ,計画 ,
,revision ,,変更する 
,revisions ,,スケジュール 
schedule ,,,スケジュール変更 
,reschedule ,,スケジュール変更 
,rescheduled ,,予定 
,reschedules ,,スケジュール 
,rescheduling ,,スケジューリング 
,scheduled ,,不定期
,schedules ,時制 ,
,scheduling ,,緊張
,unscheduled,,激しく 
tense ,,,テンサー 
,tension,,テンセスト 
,tensely ,,緊張 
,tenser ,終了する ,
,tensest ,,ターミナル 
,tensions ,,端末 
terminate ,,,終了 
,terminal ,,終了 
,terminals ,,終了 
,terminated ,,終了 
,terminates ,,終端 
,terminating ,テーマ ,
,termination ,,テーマ 
,terminations ,,テーマ 
theme ,,,主題 
,themes ,それによって ,
,thematic ,制服 ,
,thematically ,,一律 
thereby ,,,万遍無く 
uniform ,,車 ,
,uniformity ,,車 
,uniformly ,経由 ,
vehicle ,,バーチャル ,
,vehicles ,,実際に 
via ,,ビジュアル ,
virtual ,,,視覚化する 
,virtually ,,視覚化
visual ,,,視覚化
,visualise ,,視覚化 
,visualised,,視覚化 
,visualising,,視覚化
,visualisation ,,可視 化
,visualize ,,視覚化 
,visualized,,視覚 
,visualizing,広く ,
,visualization ,,
,visually ,,
widespread ,,アカデミックワードリストのサブリスト9,
,,,
,,,
Sublist 9 of the Academic Word List,,収容 ,
,,,収容 
,,,収容 
accommodate ,,,収容 
,accommodated ,,収容 
,accommodates ,アナロジー ,
,accommodating ,,類似 
,accommodation ,,類似 
analogy ,,待つ ,
,analogies ,,予想  
,analogous ,,予想 
anticipate ,,,予想 
,anticipated  ,,予想 
,anticipates ,,予期 しない 
,anticipating ,請け合う ,
,anticipation ,,保険 
,unanticipated ,,保険 
assure ,,,保証 
,assurance ,,確実    
,assurances ,,保証 
,assured ,,保証 
,assuredly    ,到る  ,
,assures ,,達成 
,assuring ,,達成 
attain  ,,,達成 
,attainable ,,到達 
,attained ,,素養
,attaining ,,達成 
,attainment ,,及ばない 
,attainments,代わり ,
,attains ,嵩 ,
,unattainable ,,分厚い 
behalf ,,止める  ,
bulk ,,,停止 
,bulky ,,絶え間 ない 
cease  ,,,停止 
,ceased ,,中止 
,ceaseless ,コヒーレント ,
,ceases ,,辻褄
,ceasing ,,コヒーレント 
coherent ,,,支離滅裂 
,coherence,,支離滅裂 
,coherently ,一致 ,
,incoherent ,,一致 
,incoherently ,,一致 
coincide ,,,脗 
,coincided ,,符合 
,coincides ,,偶然
,coinciding ,,一致
,coincidence ,,偶然
,coincidences,開始 ,
,coincident,,開始 
,coincidental,,開始 
commence ,,,開始 
,commenced ,,開始 
,commences ,,繰り返す 
,commencement ,,再開しました 
,commencing ,,再開する 
,recommences ,コンパチ ,
,recommenced ,,互換性 
,recommencing ,,非 互換 性  
compatible ,,,相容れない  
,compatibility ,同時 ,
,incompatibility  ,,兼 
,incompatible  ,閉じ込める ,
concurrent ,,,狭い 
,concurrently ,,範囲 
confine ,,,拘束 
,confined ,,一軸 
,confines ,論争  ,
,confining ,,論争
,unconfined ,,論争 
controversy  ,,,論争 
,controversies,,余地 
,controversial ,語り合う ,
,controversially ,,逆に言えば 
,uncontroversial ,デバイス ,
converse ,,,デバイス 
,conversely ,捧げる ,
device ,,,忠実 
,devices ,,献身 的
devote ,,,充て 
,devoted ,,捧げる 
,devotedly,,帰依
,devotes ,,祈り
,devoting ,減らす ,
,devotion,,減少 
,devotions,,減少 
diminish ,,,減少 
,diminished ,,減る 
,diminishes ,,衰えない 
,diminishing ,歪める ,
,diminution ,,歪む 
,undiminished ,,歪曲 
distort ,,,歪み 
,distorted ,,歪み 
,distorting ,,歪め 
,distortion ,期間 ,
,distortions ,むしばむ ,
,distorts ,,侵食 
duration ,,,侵食 
erode ,,,浸食 
,eroded ,,侵食 
,erodes ,倫理  ,
,eroding ,,倫理的 
,erosion ,,倫理 的 
ethic  ,,,倫理 
,ethical ,,不道徳な 
,ethically ,形式 ,
,ethics ,,フォーマット 
,unethical ,,フォーマッティング 
format ,,,形式
,formatted ,設立する,
,formatting ,,設立 
,formats,,始祖
found,,,創設 者 
,founded ,,創立 
,founder,,根拠のない 
,founders ,生得 ,
,founding ,,本来 
,unfounded ,直観 ,
inherent ,,,洞察 力 
,inherently ,,洞察 力 
insight ,,積分 ,
,insightful ,中間 ,
,insights ,手動 ,
integral ,,,手動 
intermediate ,,,マニュアル 
manual ,,熟れる ,
,manually ,,幼稚
,manuals ,,未熟
mature ,,,成熟
,immature,,成熟
,immaturity,,成熟 
,maturation,,成熟 
,maturational,,成熟 
,matured ,,成熟 
,matures ,取り持つ ,
,maturing ,,媒介 
,maturity ,,仲介 
mediate ,,,媒介 
,mediated ,,調停 
,mediates ,中程度 ,
,mediating ,軍 ,
,mediation ,極小 ,
medium ,,,最小化 
military ,,,最小 化 
minimal ,,,ミニマライズ 
,minimalisation ,,ミニマライズ 
,minimalise ,,ミニマライジング 
,minimalises ,,ミニマリスト 
,minimalised ,,ミニマリスト 
,minimalising ,,ミニマル 
,minimalist ,,ミニマライゼーション 
,minimalists ,,最小化
,minimalistic ,,最小 化 
,minimalization ,,最小 化
,minimalize,,ミニマライジング 
,minimalized ,,最小限 
,minimalizes,相互 ,
,minimalizing ,,互いに 
,minimally ,規格 ,
mutual ,,,規範 
,mutually ,オーバーラップ ,
norm ,,,オーバー ラップ 
,norms ,,重複 
overlap ,,,重複 
,overlapped ,受け身 ,
,overlapping ,,受動 的
,overlaps ,,消極性 
passive ,,部分 ,
,passively,,部分 
,passivity ,予備的 ,
portion ,,,予備 
,portions ,議定書 ,
preliminary ,,,プロトコル 
,preliminaries ,定性 ,
protocol ,,,質的 
,protocols ,磨く ,
qualitative ,,,床しい 
,qualitatively ,,洗練 
refine ,,,改良 
,refined ,,精製 
,refinement ,,精錬 
,refinements ,リラックス ,
,refines ,,慰安 
,refining ,,くつろいだ 
relax ,,,緩和 
,relaxation ,,伸びやか 
,relaxed ,抑止する ,
,relaxes ,,拘束 
,relaxing ,,抑制 
restrain ,,,抑制 
,restrained ,,拘束 
,restraining ,,拘束 
,restrains ,,気まま 
,restraint ,革命 ,
,restraints ,,革命家 
,unrestrained ,,革命
revolution ,,,革命 
,revolutionary ,,革命 
,revolutionaries,,革命を起こす 
,revolutionise ,,革命を起こす 
,revolutionised ,,革命家
,revolutionises ,,革命家
,revolutionising ,,革命 
,revolutionist,,革命 
,revolutionists,,革命 
,revolutionize ,,革命 
,revolutionized ,,回転  
,revolutionizes ,硬直 ,
,revolutionizing ,,剛性 率 
,revolutions  ,,剛性 
rigid ,,,厳に 
,rigidities ,ルート ,
,rigidity ,,ルーティング
,rigidly ,,ルート 
route ,,,ルーティング
,routed,シナリオ ,
,routes ,,シナリオ 
,routing,球 ,
scenario ,,,球 
,scenarios ,,丸い
sphere ,,,球状 
,spheres ,下位 ,
,spherical,,部下 
,spherically ,,従属 
subordinate ,,サプリメント ,
,subordinates ,,副  
,subordination ,,補完 
supplement ,,,補完 
,supplementary  ,,サプリメント 
,supplemented ,停止する ,
,supplementing ,,中断 
,supplements ,,中断 
suspend ,,,中断 
,suspended ,,停止 
,suspending ,チーム ,
,suspends ,,チーム 
,suspension ,,チーミング 
team ,,,チーム  
,teamed ,一時的 ,
,teaming ,,仮に 
,teams  ,トリガー ,
temporary ,,,トリガー 
,temporarily ,,トリガー 
trigger ,,,トリガー 
,triggered ,統一する ,
,triggering ,,統一 
,triggers ,,ユニファイド 
unify ,,,統一 
,unification ,,統一 
,unified ,破る ,
,unifies ,,違反 
,unifying ,,違反 
violate ,,,違反 
,violated ,,違反 
,violates ,,違反 
,violating ,視覚 ,
,violation ,,ビジョン 
,violations ,,
vision ,,アカデミックワードリストのサブリスト10,
,visions ,,
,,,
Sublist 10 of the Academic Word List,,隣接 ,
,,とはいえ ,
,,集める ,
adjacent ,,,組み立て 
albeit ,,,組み立て 
assemble ,,,アセンブリ 
,assembled ,,組立 
,assembles ,,集会 
,assemblies ,倒れる ,
,assembling ,,崩壊 
,assembly ,,崩壊 
collapse ,,,折り畳める
,collapsed ,,崩壊 
,collapses ,同僚 ,
,collapsible,,同僚 
,collapsing ,コンパイル ,
colleague ,,,編纂 
,colleagues ,,コンパイル 
compile ,,,コンパイル 
,compilation ,,コンパイル 
,compilations ,,コンパイル 
,compiled ,孕む ,
,compiles ,,考えられる 
,compiling ,,多分 
conceive ,,,考案 
,conceivable ,,想像 
,conceivably ,,妊娠 
,conceived ,,信じられない 
,conceives ,,想像もつかないほど 
,conceiving ,説得する ,
,inconceivable ,,確信 
,inconceivably ,,説得
convince ,,,説諭 
,convinced ,,説得 力 
,convinces,,納得 
,convincing ,抑制 ,
,convincingly ,,ブルー 
,unconvinced ,,踏み込む 
depress ,,,鬱陶しい 
,depressed ,,鬱病 
,depresses ,出会い ,
,depressing ,,発生  
,depression ,,発生 
encounter ,,,出会い 
,encountered  ,莫大 ,
,encountering ,,恐ろしさ
,encounters ,,非常 
enormous ,,来たる ,
,enormity,傾く ,
,enormously ,,傾斜 
forthcoming ,,,傾斜 
incline ,,,傾斜 
,inclination ,,傾斜 
,inclinations ,,傾斜 
,inclined ,整合性 ,
,inclines ,組み込み ,
,inclining ,,本質 
integrity ,,呼び出す ,
intrinsic ,,,呼び出さ れる 
,intrinsically ,,呼び出す 
invoke ,,,呼び出す 
,invoked ,徴収 ,
,invokes ,,課税 
,invoking ,同様 ,
levy ,,にもかかわらず  ,
,levies ,それにもかかわらず ,
likewise ,,変  ,
nonetheless  ,,,勝ち目  
notwithstanding ,,進行 中 ,
odd  ,,パネル ,
,odds  ,,パネル 
ongoing ,,,パネル 
panel ,,,パネル 
,panelled ,粘る ,
,panelling ,,永続 化 
,panels ,,固執
persist ,,,粘り強い 
,persisted ,,飽く迄 
,persistence,,永続 化 
,persistent ,,永続 化 
,persistently ,ポーズ ,
,persisting ,,提起 
,persists ,,ポーズ 
pose ,,,ポーズ 
,posed ,不本意 ,
,poses ,,嫌がる 
,posing ,,仕方なく 
reluctance ,,いわゆる ,
,reluctant ,簡単 ,
,reluctantly ,経験する ,
so‑called ,,,受ける 
straightforward ,,,受けて 
undergo ,,,受けて 
,undergoes ,,受けた 
,undergoing ,という ,
,undergone ,,
,underwent ,,
whereby ,,,
